dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,was_accepted,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng,baseline_courier_lat,baseline_courier_lng,actual_courier_lat,actual_courier_lng,platform_order_time,wait_for_assignment_seconds,cost_function
1665977114,522093,3536,2722.9032300102035,,True,True,611,False,658,802,45862054,174581041,45863375,174583422,45863294,174583806,1665976830,284,distance_to_pickup
1665977114,259146,4347,150.8409758653132,,True,True,2836,False,658,802,45895789,174555609,45895932,174555657,45902982,174557403,1665976964,150,distance_to_pickup
1665977114,64002,2072,1855.67939041204,,True,True,920,False,658,802,45863030,174564980,45861565,174563841,45858712,174569618,1665976843,271,distance_to_pickup
1665977114,85993,1708,671.3158720006552,,True,True,905,False,658,802,45880173,174546649,45880097,174547316,,,1665976876,238,distance_to_pickup
1665977114,215713,3647,130.60245020672468,,True,True,2411,False,658,802,45859352,174579486,45859393,174579610,45857813,174577090,1665976707,407,distance_to_pickup
1665977114,3214,1773,179.38784797192923,,True,False,1061,False,658,802,45886802,174544898,45886636,174544830,45884398,174544181,1665976132,982,distance_to_pickup
1665977114,395445,553,117.5967686630887,,True,True,84,False,658,802,45867766,174566793,45867668,174566858,45878885,174580158,1665977032,82,distance_to_pickup
1665977114,321260,2181,604.4145928086118,,True,True,2921,False,658,802,45919951,174516559,45920432,174516925,45912182,174526716,1665976748,366,distance_to_pickup
1665977114,293224,388,890.1640298282109,,True,False,2895,False,658,802,45905899,174526998,45905813,174526112,45905856,174529180,1665976681,433,distance_to_pickup
1665977114,12964,236,826.5809095303375,,True,True,339,False,658,802,45902660,174556330,45901940,174556736,45902903,174556628,1665976986,128,distance_to_pickup
1665977114,432901,3165,1406.9783225053611,,True,True,981,False,658,802,45867403,174569758,45868515,174570620,45869944,174570490,1665976614,500,distance_to_pickup
