dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,was_accepted,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng,baseline_courier_lat,baseline_courier_lng,actual_courier_lat,actual_courier_lng,platform_order_time,wait_for_assignment_seconds,cost_function,mode,strategy_key,bundling_on,micro_batch_sec,unit_type,bundle_size
1665977114,522093,2887,1000.0,1,True,True,611,False,658,802,45862054,174581041,45863634,174580136,0,0,1665976830,284,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,64002,1455,0.0,1,True,True,1620,False,658,802,45863030,174564980,45862676,174564320,0,0,1665976843,271,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,85993,1027,0.0,1,True,True,905,False,658,802,45880173,174546649,45879750,174546588,0,0,1665976876,238,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,215713,2342,0.0,1,True,True,2038,False,658,802,45859352,174579486,45860227,174579601,0,0,1665976707,407,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,3214,1070,0.0,1,True,True,1061,False,658,802,45886802,174544898,45885938,174545029,0,0,1665976132,982,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,395445,553,0.0,1,True,True,84,False,658,802,45867766,174566793,45867668,174566858,0,0,1665977032,82,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,293224,388,0.0,1,True,True,81,False,658,802,45905899,174526998,45905813,174526112,0,0,1665976681,433,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,432901,3165,1000.0,1,True,True,981,False,658,802,45867403,174569758,45868515,174570620,0,0,1665976614,500,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,307304,58,0.0,1,True,True,330,False,658,802,45911894,174529244,45912071,174529446,0,0,1665977085,29,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
1665977114,134860,1999,0.0,1,True,True,407,False,658,802,45895728,174555530,45896036,174555626,0,0,1665976889,225,distance_to_pickup,BATCH,milp_vrp,0,0,order,1
