dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,was_accepted,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng,cost_function
1665977114,522093,4694,1763.8939877441614,,True,True,611,False,658,802,45862054,174581041,distance_to_pickup
1665977114,259146,2554,307.09281984442424,,True,False,2836,False,658,802,45895789,174555609,distance_to_pickup
1665977114,64002,2980,779.1001219355571,,True,True,920,False,658,802,45863030,174564980,distance_to_pickup
1665977114,85993,387,303.71368095625854,,True,True,905,False,658,802,45880173,174546649,distance_to_pickup
1665977114,215713,3647,130.60245020672468,,True,True,2411,False,658,802,45859352,174579486,distance_to_pickup
1665977114,3214,47,1218.4424483741527,,True,True,1061,False,658,802,45886802,174544898,distance_to_pickup
1665977114,395445,1620,2224.3965473808844,,True,True,84,False,658,802,45867766,174566793,distance_to_pickup
1665977114,321260,2181,604.4145928086118,,True,False,2921,False,658,802,45919951,174516559,distance_to_pickup
1665977114,293224,3026,1854.1418500211896,,True,True,2895,False,658,802,45905899,174526998,distance_to_pickup
1665977114,12964,180,10007.589120262683,,True,False,339,False,658,802,45902660,174556330,distance_to_pickup
1665977114,432901,2463,2506.4726210353865,,True,True,981,False,658,802,45867403,174569758,distance_to_pickup
1665977114,307304,114,2410.089002505924,,True,True,330,False,658,802,45911894,174529244,distance_to_pickup
1665977114,140944,1689,8762.33587578107,,True,False,3840,False,658,802,45892888,174567981,distance_to_pickup
1665977114,134860,4347,240.3018934590404,,True,True,407,False,658,802,45895728,174555530,distance_to_pickup
1665977114,329449,535,1454.4706941014658,,True,True,3474,False,658,802,45830427,174573700,distance_to_pickup
1665977114,147009,3774,1245.4834402753013,,True,True,1700,False,658,802,45820232,174523174,distance_to_pickup
1665977114,250552,2636,9923.467992592106,,True,True,4891,False,658,802,45882550,174555124,distance_to_pickup
1665977114,25815,249,480.227029643272,,True,True,339,False,658,802,45897008,174553031,distance_to_pickup
1665977114,558419,4775,5939.846799371176,,True,True,168,False,658,802,45894980,174554750,distance_to_pickup
1665977114,180222,1215,4734.827979979843,,True,False,1105,False,658,802,45892700,174568290,distance_to_pickup
1665977114,365592,4154,3492.6701819668,,True,True,2054,False,658,802,45853197,174599400,distance_to_pickup
1665977114,3218,1744,2922.0412385864784,,True,True,2054,False,658,802,45852942,174591757,distance_to_pickup
1665977114,183218,3237,2911.934065187603,,True,True,1703,False,658,802,45853197,174599400,distance_to_pickup
1665977114,230204,2184,3145.7789178516664,,True,True,857,False,658,802,45851787,174617479,distance_to_pickup
1665977114,110597,1385,1241.8264774113975,,True,True,1703,False,658,802,45855591,174605363,distance_to_pickup
1665977114,128718,93,63.97655820689325,,True,True,3233,False,658,802,45895612,174555734,distance_to_pickup
1665977114,76554,2431,23936.263054202926,,True,False,1040,False,658,802,45898371,174553499,distance_to_pickup
1665977114,113670,1719,5069.79220481471,,True,False,1117,False,658,802,45865723,174573423,distance_to_pickup
1665977114,304465,3342,440.1136216933077,,True,True,1941,False,658,802,45821950,174527737,distance_to_pickup
1665977114,206680,2100,1557.5573825705428,,True,True,4694,False,658,802,45856330,174579593,distance_to_pickup
1665977114,540428,922,212.22865028077618,,True,True,596,False,658,802,45863303,174559942,distance_to_pickup
1665977114,6485,2903,67.89698078707183,,True,True,875,False,658,802,45860664,174572467,distance_to_pickup
1665977114,177189,877,1354.1344098722254,,True,True,2065,False,658,802,45861700,174583580,distance_to_pickup
1665977114,98378,1866,2073.9944551517005,,True,True,1688,False,658,802,45863303,174559942,distance_to_pickup
1665977114,296029,1231,1953.6924015821937,,True,True,1610,False,658,802,45867462,174566858,distance_to_pickup
1665977114,73398,2862,224.66419385384935,,True,True,223,False,658,802,45863946,174582310,distance_to_pickup
1665977114,406339,1884,309.00647242412253,,True,True,218,False,658,802,45867880,174573167,distance_to_pickup
1665977114,387333,2411,551.7435998722596,,True,True,1259,False,658,802,45858283,174576801,distance_to_pickup
1665977114,318433,58,268.57587382339466,,True,True,330,False,658,802,45911894,174529244,distance_to_pickup
1665977114,25840,1664,200.39211561336438,,True,True,2793,False,658,802,45886610,174551440,distance_to_pickup
1665977114,334972,3748,4031.5015812969737,,True,True,391,False,658,802,45896259,174552883,distance_to_pickup
1665977114,159024,1400,411.254179310071,,True,False,407,False,658,802,45895728,174555530,distance_to_pickup
1665977114,483066,1198,1936.9793493994716,,True,True,2836,False,658,802,45898392,174553042,distance_to_pickup
1665977114,273389,1457,6112.378260546381,,True,True,93,False,658,802,45895620,174555818,distance_to_pickup
1665977114,454279,1455,413.73421420037283,,True,False,1831,False,658,802,45862950,174564010,distance_to_pickup
1665977114,159039,2374,647.6858806551213,,True,True,2029,False,658,802,45896190,174554821,distance_to_pickup
1665977114,496025,681,1212.5860794186942,,True,False,1276,False,658,802,45880733,174580196,distance_to_pickup
1665977114,532606,2342,454.58772530722825,,True,True,875,False,658,802,45859810,174579420,distance_to_pickup
1665977114,51479,1175,68.8839603971781,,True,True,1346,False,658,802,45860164,174572482,distance_to_pickup
1665977114,287655,4753,8169.451633983765,,True,True,230,False,658,802,45877759,174578692,distance_to_pickup
1665977114,373801,171,3332.417890961456,,True,True,83,False,658,802,45870564,174546942,distance_to_pickup
1665977114,116621,920,3075.8902776269506,,True,True,1076,False,658,802,45855637,174569692,distance_to_pickup
1665977114,12973,4311,361.4484748895754,,True,True,1423,False,658,802,45862946,174583985,distance_to_pickup
1665977114,89,1273,5964.493775669483,,True,True,83,False,658,802,45870564,174546942,distance_to_pickup
1665977114,22582,94,1550.4944372683185,,True,True,1543,False,658,802,45877890,174578340,distance_to_pickup
1665977114,480559,1414,189.274932307477,,True,True,538,False,658,802,45879921,174546626,distance_to_pickup
1665977114,88,1894,2317.5711423816097,,True,True,212,False,658,802,45863030,174564980,distance_to_pickup
1665977114,162151,726,1724.1244154642668,,True,True,4646,False,658,802,45892908,174566908,distance_to_pickup
1665977114,357227,1632,10449.35404702128,,True,True,2452,False,658,802,45892888,174567981,distance_to_pickup
1665977114,392759,2835,69.57010852370435,,True,True,2742,False,658,802,45886884,174562531,distance_to_pickup
1665977114,267686,513,2464.5360618177206,,True,True,130,False,658,802,45848681,174583880,distance_to_pickup
1665977114,253371,2738,576.0555528766301,,True,True,1941,False,658,802,45820104,174523236,distance_to_pickup
1665977114,165207,2723,1732.769459564659,,True,True,1941,False,658,802,45819784,174525705,distance_to_pickup
1665977114,376533,368,1030.73808506332,,True,True,2208,False,658,802,45832424,174540670,distance_to_pickup
1665977114,550663,4258,2562.1485124793217,,True,True,4130,False,658,802,45896047,174554578,distance_to_pickup
1665977114,110606,2518,53.33854141237835,,True,True,1102,False,658,802,45892958,174566355,distance_to_pickup
1665977114,480562,4294,7213.983157729162,,True,True,1266,False,658,802,45885886,174563236,distance_to_pickup
1665977114,137869,4752,9460.545544523318,,True,False,2836,False,658,802,45896917,174551954,distance_to_pickup
1665977114,174195,236,1324.3715490752586,,True,True,369,False,658,802,45902806,174555734,distance_to_pickup
1665977114,177190,1694,12223.392082396767,,True,True,2696,False,658,802,45902806,174555734,distance_to_pickup
