timestamp,courier_id,event_type,new_state,reason
1665977114,705,state_change,BUSY,initialized
1665977114,392,state_change,BUSY,initialized
1665977114,3248,state_change,BUSY,initialized
1665977114,993,state_change,BUSY,initialized
1665977114,4183,state_change,BUSY,initialized
1665977114,1877,state_change,BUSY,initialized
1665977114,51,state_change,BUSY,initialized
1665977114,236,state_change,AVAILABLE,initialized
1665977114,4702,state_change,BUSY,initialized
1665977114,2065,state_change,BUSY,initialized
1665977114,4360,state_change,BUSY,initialized
1665977114,1586,state_change,BUSY,initialized
1665977114,2123,state_change,AVAILABLE,initialized
1665977114,1556,state_change,BUSY,initialized
1665977114,1283,state_change,BUSY,initialized
1665977114,3434,state_change,BUSY,initialized
1665977114,2182,state_change,BUSY,initialized
1665977114,1499,state_change,BUSY,initialized
1665977114,2956,state_change,BUSY,initialized
1665977114,2118,state_change,BUSY,initialized
1665977114,2433,state_change,BUSY,initialized
1665977114,4194,state_change,BUSY,initialized
1665977114,251,state_change,BUSY,initialized
1665977114,3334,state_change,BUSY,initialized
1665977114,3483,state_change,BUSY,initialized
1665977114,4172,state_change,AVAILABLE,initialized
1665977114,2589,state_change,BUSY,initialized
1665977114,3257,state_change,BUSY,initialized
1665977114,505,state_change,BUSY,initialized
1665977114,684,state_change,BUSY,initialized
1665977114,4377,state_change,BUSY,initialized
1665977114,1894,state_change,AVAILABLE,initialized
1665977114,3015,state_change,AVAILABLE,initialized
1665977114,1043,state_change,BUSY,initialized
1665977114,429,state_change,BUSY,initialized
1665977114,1773,state_change,AVAILABLE,initialized
1665977114,3131,state_change,AVAILABLE,initialized
1665977114,2117,state_change,BUSY,initialized
1665977114,3217,state_change,BUSY,initialized
1665977114,867,state_change,BUSY,initialized
1665977114,1950,state_change,BUSY,initialized
1665977114,1512,state_change,BUSY,initialized
1665977114,3899,state_change,BUSY,initialized
1665977114,418,state_change,AVAILABLE,initialized
1665977114,1220,state_change,AVAILABLE,initialized
1665977114,2080,state_change,AVAILABLE,initialized
1665977114,319,state_change,BUSY,initialized
1665977114,99,state_change,AVAILABLE,initialized
1665977114,3413,state_change,BUSY,initialized
1665977114,2724,state_change,BUSY,initialized
1665977114,289,state_change,AVAILABLE,initialized
1665977114,3091,state_change,AVAILABLE,initialized
1665977114,2685,state_change,AVAILABLE,initialized
1665977114,149,state_change,BUSY,initialized
1665977114,2189,state_change,BUSY,initialized
1665977114,1937,state_change,BUSY,initialized
1665977114,2353,state_change,BUSY,initialized
1665977114,3034,state_change,BUSY,initialized
1665977114,2365,state_change,BUSY,initialized
